Node ID	Node class	Exact wording / registered identity	Parent node ID	Side	Segment ID	Container ID	Aligned slot	Active status	Approval status	Source workbook/sheet	Source row	Source preservation	Notes
CON-037	HUMAN_CONTAINER	Reinforcement and Reward Learning	SEG-05	HUMAN	SEG-05	CON-037		ACTIVE	TASK 2 APPROVED	04 Containers 80	38	PRESERVED	Updates behaviour based on differences between expected and actual outcomes.
AI-CON-037	AI_CONTAINER_ID	AI parallel structural container 037 — exact wording held in canonical Task 3 source	AI-SEG-05	AI	AI-SEG-05	AI-CON-037		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-038	HUMAN_CONTAINER	Emotional and Threat Memory	SEG-05	HUMAN	SEG-05	CON-038		ACTIVE	TASK 2 APPROVED	04 Containers 80	39	PRESERVED	Emotion can strengthen some aspects of memory while distorting or narrowing others.
AI-CON-038	AI_CONTAINER_ID	AI parallel structural container 038 — exact wording held in canonical Task 3 source	AI-SEG-05	AI	AI-SEG-05	AI-CON-038		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-039	HUMAN_CONTAINER	Prospective Memory	SEG-05	HUMAN	SEG-05	CON-039		ACTIVE	TASK 2 APPROVED	04 Containers 80	40	PRESERVED	Stores “what I must remember to do later,” not only past experience.
AI-CON-039	AI_CONTAINER_ID	AI parallel structural container 039 — exact wording held in canonical Task 3 source	AI-SEG-05	AI	AI-SEG-05	AI-CON-039		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-040	HUMAN_CONTAINER	Encoding, Consolidation, Retrieval, Reconsolidation and Forgetting	SEG-05	HUMAN	SEG-05	CON-040		ACTIVE	TASK 2 APPROVED	04 Containers 80	41	PRESERVED	Every retrieval can potentially modify the memory that is later stored again.
AI-CON-040	AI_CONTAINER_ID	AI parallel structural container 040 — exact wording held in canonical Task 3 source	AI-SEG-05	AI	AI-SEG-05	AI-CON-040		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-041	HUMAN_CONTAINER	Concept Formation and Abstraction	SEG-06	HUMAN	SEG-06	CON-041		ACTIVE	TASK 2 APPROVED	04 Containers 80	42	PRESERVED	Converts individual experiences into reusable concepts and categories.
AI-CON-041	AI_CONTAINER_ID	AI parallel structural container 041 — exact wording held in canonical Task 3 source	AI-SEG-06	AI	AI-SEG-06	AI-CON-041		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-042	HUMAN_CONTAINER	Core Reasoning	SEG-06	HUMAN	SEG-06	CON-042		ACTIVE	TASK 2 APPROVED	04 Containers 80	43	PRESERVED	No single reasoning mode is universally correct; the task determines the required mode.
AI-CON-042	AI_CONTAINER_ID	AI parallel structural container 042 — exact wording held in canonical Task 3 source	AI-SEG-06	AI	AI-SEG-06	AI-CON-042		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-043	HUMAN_CONTAINER	Causal, Counterfactual and Predictive Reasoning	SEG-06	HUMAN	SEG-06	CON-043		ACTIVE	TASK 2 APPROVED	04 Containers 80	44	PRESERVED	Distinguishes correlation from causation and imagines alternative histories or futures.
AI-CON-043	AI_CONTAINER_ID	AI parallel structural container 043 — exact wording held in canonical Task 3 source	AI-SEG-06	AI	AI-SEG-06	AI-CON-043		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-044	HUMAN_CONTAINER	Uncertainty, Probability and Confidence	SEG-06	HUMAN	SEG-06	CON-044		ACTIVE	TASK 2 APPROVED	04 Containers 80	45	PRESERVED	Felt certainty and actual accuracy can differ significantly.
AI-CON-044	AI_CONTAINER_ID	AI parallel structural container 044 — exact wording held in canonical Task 3 source	AI-SEG-06	AI	AI-SEG-06	AI-CON-044		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-045	HUMAN_CONTAINER	Problem Framing and Decomposition	SEG-06	HUMAN	SEG-06	CON-045		ACTIVE	TASK 2 APPROVED	04 Containers 80	46	PRESERVED	A wrong problem frame can produce a correct solution to the wrong problem.
AI-CON-045	AI_CONTAINER_ID	AI parallel structural container 045 — exact wording held in canonical Task 3 source	AI-SEG-06	AI	AI-SEG-06	AI-CON-045		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-046	HUMAN_CONTAINER	Planning, Strategy and Future Simulation	SEG-06	HUMAN	SEG-06	CON-046		ACTIVE	TASK 2 APPROVED	04 Containers 80	47	PRESERVED	Builds a model of actions and likely consequences before execution.
AI-CON-046	AI_CONTAINER_ID	AI parallel structural container 046 — exact wording held in canonical Task 3 source	AI-SEG-06	AI	AI-SEG-06	AI-CON-046		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-047	HUMAN_CONTAINER	Decision, Judgment and Trade-off Intelligence	SEG-06	HUMAN	SEG-06	CON-047		ACTIVE	TASK 2 APPROVED	04 Containers 80	48	PRESERVED	Humans alternate between habitual, intuitive, deliberative and socially influenced choices.
AI-CON-047	AI_CONTAINER_ID	AI parallel structural container 047 — exact wording held in canonical Task 3 source	AI-SEG-06	AI	AI-SEG-06	AI-CON-047		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-048	HUMAN_CONTAINER	Creativity, Imagination and Invention	SEG-06	HUMAN	SEG-06	CON-048		ACTIVE	TASK 2 APPROVED	04 Containers 80	49	PRESERVED	Creativity needs both generation and selection; novelty alone is not usefulness.
AI-CON-048	AI_CONTAINER_ID	AI parallel structural container 048 — exact wording held in canonical Task 3 source	AI-SEG-06	AI	AI-SEG-06	AI-CON-048		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-049	HUMAN_CONTAINER	Speech and Language-Signal Recognition	SEG-07	HUMAN	SEG-07	CON-049		ACTIVE	TASK 2 APPROVED	04 Containers 80	50	PRESERVED	Converts continuous sound or visual symbols into probable language units.
AI-CON-049	AI_CONTAINER_ID	AI parallel structural container 049 — exact wording held in canonical Task 3 source	AI-SEG-07	AI	AI-SEG-07	AI-CON-049		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-050	HUMAN_CONTAINER	Lexical and Semantic Access	SEG-07	HUMAN	SEG-07	CON-050		ACTIVE	TASK 2 APPROVED	04 Containers 80	51	PRESERVED	A word activates multiple possible meanings before context suppresses weaker interpretations.
AI-CON-050	AI_CONTAINER_ID	AI parallel structural container 050 — exact wording held in canonical Task 3 source	AI-SEG-07	AI	AI-SEG-07	AI-CON-050		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-051	HUMAN_CONTAINER	Syntax and Grammar	SEG-07	HUMAN	SEG-07	CON-051		ACTIVE	TASK 2 APPROVED	04 Containers 80	52	PRESERVED	Organises words into relational structures rather than isolated meanings.
AI-CON-051	AI_CONTAINER_ID	AI parallel structural container 051 — exact wording held in canonical Task 3 source	AI-SEG-07	AI	AI-SEG-07	AI-CON-051		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-052	HUMAN_CONTAINER	Comprehension and Discourse Integration	SEG-07	HUMAN	SEG-07	CON-052		ACTIVE	TASK 2 APPROVED	04 Containers 80	53	PRESERVED	Builds one situation model from many statements.
AI-CON-052	AI_CONTAINER_ID	AI parallel structural container 052 — exact wording held in canonical Task 3 source	AI-SEG-07	AI	AI-SEG-07	AI-CON-052		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-053	HUMAN_CONTAINER	Language Production and Articulation	SEG-07	HUMAN	SEG-07	CON-053		ACTIVE	TASK 2 APPROVED	04 Containers 80	54	PRESERVED	Converts internal meaning into an external linguistic sequence.
AI-CON-053	AI_CONTAINER_ID	AI parallel structural container 053 — exact wording held in canonical Task 3 source	AI-SEG-07	AI	AI-SEG-07	AI-CON-053		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-054	HUMAN_CONTAINER	Pragmatics and Implied Meaning	SEG-07	HUMAN	SEG-07	CON-054		ACTIVE	TASK 2 APPROVED	04 Containers 80	55	PRESERVED	“What was said” and “what was meant” may differ.
AI-CON-054	AI_CONTAINER_ID	AI parallel structural container 054 — exact wording held in canonical Task 3 source	AI-SEG-07	AI	AI-SEG-07	AI-CON-054		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-055	HUMAN_CONTAINER	Prosody, Gesture and Non-Verbal Communication	SEG-07	HUMAN	SEG-07	CON-055		ACTIVE	TASK 2 APPROVED	04 Containers 80	56	PRESERVED	Non-verbal signals can reinforce, weaken or contradict spoken language.
AI-CON-055	AI_CONTAINER_ID	AI parallel structural container 055 — exact wording held in canonical Task 3 source	AI-SEG-07	AI	AI-SEG-07	AI-CON-055		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-056	HUMAN_CONTAINER	Narrative, Reading, Writing and Audience Adaptation	SEG-07	HUMAN	SEG-07	CON-056		ACTIVE	TASK 2 APPROVED	04 Containers 80	57	PRESERVED	Communication success is measured by the receiver’s usable understanding, not only sender accuracy.
AI-CON-056	AI_CONTAINER_ID	AI parallel structural container 056 — exact wording held in canonical Task 3 source	AI-SEG-07	AI	AI-SEG-07	AI-CON-056		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-057	HUMAN_CONTAINER	Emotion Generation and Affective State	SEG-08	HUMAN	SEG-08	CON-057		ACTIVE	TASK 2 APPROVED	04 Containers 80	58	PRESERVED	Emotion is a multi-component state, not merely a verbal label.
AI-CON-057	AI_CONTAINER_ID	AI parallel structural container 057 — exact wording held in canonical Task 3 source	AI-SEG-08	AI	AI-SEG-08	AI-CON-057		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-058	HUMAN_CONTAINER	Emotion Recognition and Labelling	SEG-08	HUMAN	SEG-08	CON-058		ACTIVE	TASK 2 APPROVED	04 Containers 80	59	PRESERVED	A person may experience an emotion without accurately identifying or naming it.
AI-CON-058	AI_CONTAINER_ID	AI parallel structural container 058 — exact wording held in canonical Task 3 source	AI-SEG-08	AI	AI-SEG-08	AI-CON-058		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-059	HUMAN_CONTAINER	Emotion Regulation and Coping	SEG-08	HUMAN	SEG-08	CON-059		ACTIVE	TASK 2 APPROVED	04 Containers 80	60	PRESERVED	Regulation can change the emotion, its expression, its meaning or the resulting behaviour.
AI-CON-059	AI_CONTAINER_ID	AI parallel structural container 059 — exact wording held in canonical Task 3 source	AI-SEG-08	AI	AI-SEG-08	AI-CON-059		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-060	HUMAN_CONTAINER	Positive Valence and Reward	SEG-08	HUMAN	SEG-08	CON-060		ACTIVE	TASK 2 APPROVED	04 Containers 80	61	PRESERVED	“Wanting,” “liking” and learning from reward should be treated separately.
AI-CON-060	AI_CONTAINER_ID	AI parallel structural container 060 — exact wording held in canonical Task 3 source	AI-SEG-08	AI	AI-SEG-08	AI-CON-060		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-061	HUMAN_CONTAINER	Negative Valence, Threat and Loss	SEG-08	HUMAN	SEG-08	CON-061		ACTIVE	TASK 2 APPROVED	04 Containers 80	62	PRESERVED	Threat response can prioritise speed and safety over accuracy or long-term planning.
AI-CON-061	AI_CONTAINER_ID	AI parallel structural container 061 — exact wording held in canonical Task 3 source	AI-SEG-08	AI	AI-SEG-08	AI-CON-061		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-062	HUMAN_CONTAINER	Motivation, Effort and Persistence	SEG-08	HUMAN	SEG-08	CON-062		ACTIVE	TASK 2 APPROVED	04 Containers 80	63	PRESERVED	Capability does not guarantee action; expected value and effort cost influence deployment.
AI-CON-062	AI_CONTAINER_ID	AI parallel structural container 062 — exact wording held in canonical Task 3 source	AI-SEG-08	AI	AI-SEG-08	AI-CON-062		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-063	HUMAN_CONTAINER	Intent Formation and Commitment	SEG-08	HUMAN	SEG-08	CON-063		ACTIVE	TASK 2 APPROVED	04 Containers 80	64	PRESERVED	Intent answers what the person plans to do. It does not by itself reveal why.
AI-CON-063	AI_CONTAINER_ID	AI parallel structural container 063 — exact wording held in canonical Task 3 source	AI-SEG-08	AI	AI-SEG-08	AI-CON-063		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-064	HUMAN_CONTAINER	Motive, Needs, Values and Priority Structure	SEG-08	HUMAN	SEG-08	CON-064		ACTIVE	TASK 2 APPROVED	04 Containers 80	65	PRESERVED	Motive answers why. Inferred motive must remain a hypothesis until supported or confirmed.
AI-CON-064	AI_CONTAINER_ID	AI parallel structural container 064 — exact wording held in canonical Task 3 source	AI-SEG-08	AI	AI-SEG-08	AI-CON-064		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-065	HUMAN_CONTAINER	Conscious Awareness and Global Access	SEG-09	HUMAN	SEG-09	CON-065		ACTIVE	TASK 2 APPROVED	04 Containers 80	66	PRESERVED	Consciousness is not identical to attention, intelligence, language or memory.
AI-CON-065	AI_CONTAINER_ID	AI parallel structural container 065 — exact wording held in canonical Task 3 source	AI-SEG-09	AI	AI-SEG-09	AI-CON-065		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-066	HUMAN_CONTAINER	Self-Model, Identity and Narrative Self	SEG-09	HUMAN	SEG-09	CON-066		ACTIVE	TASK 2 APPROVED	04 Containers 80	67	PRESERVED	The self-model is continuously reconstructed from body, memory and social information.
AI-CON-066	AI_CONTAINER_ID	AI parallel structural container 066 — exact wording held in canonical Task 3 source	AI-SEG-09	AI	AI-SEG-09	AI-CON-066		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-067	HUMAN_CONTAINER	Personality and Temperament	SEG-09	HUMAN	SEG-09	CON-067		ACTIVE	TASK 2 APPROVED	04 Containers 80	68	PRESERVED	Personality describes tendencies, not fixed behaviour in every condition.
AI-CON-067	AI_CONTAINER_ID	AI parallel structural container 067 — exact wording held in canonical Task 3 source	AI-SEG-09	AI	AI-SEG-09	AI-CON-067		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-068	HUMAN_CONTAINER	Agency, Ownership and Responsibility	SEG-09	HUMAN	SEG-09	CON-068		ACTIVE	TASK 2 APPROVED	04 Containers 80	69	PRESERVED	“I acted,” “I intended,” and “I caused the result” are related but separable judgments.
AI-CON-068	AI_CONTAINER_ID	AI parallel structural container 068 — exact wording held in canonical Task 3 source	AI-SEG-09	AI	AI-SEG-09	AI-CON-068		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-069	HUMAN_CONTAINER	Theory of Mind and Social Prediction	SEG-09	HUMAN	SEG-09	CON-069		ACTIVE	TASK 2 APPROVED	04 Containers 80	70	PRESERVED	Models what another person sees, knows, believes, wants or intends.
AI-CON-069	AI_CONTAINER_ID	AI parallel structural container 069 — exact wording held in canonical Task 3 source	AI-SEG-09	AI	AI-SEG-09	AI-CON-069		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-070	HUMAN_CONTAINER	Empathy, Compassion and Emotional Sharing	SEG-09	HUMAN	SEG-09	CON-070		ACTIVE	TASK 2 APPROVED	04 Containers 80	71	PRESERVED	Feeling another’s state, understanding it and deciding to help are different operations.
AI-CON-070	AI_CONTAINER_ID	AI parallel structural container 070 — exact wording held in canonical Task 3 source	AI-SEG-09	AI	AI-SEG-09	AI-CON-070		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-071	HUMAN_CONTAINER	Attachment, Belonging, Status and Group Behaviour	SEG-09	HUMAN	SEG-09	CON-071		ACTIVE	TASK 2 APPROVED	04 Containers 80	72	PRESERVED	Human decisions are often optimised for belonging, status or group survival rather than isolated accuracy.
AI-CON-071	AI_CONTAINER_ID	AI parallel structural container 071 — exact wording held in canonical Task 3 source	AI-SEG-09	AI	AI-SEG-09	AI-CON-071		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-072	HUMAN_CONTAINER	Morality, Norms, Culture and Meaning	SEG-09	HUMAN	SEG-09	CON-072		ACTIVE	TASK 2 APPROVED	04 Containers 80	73	PRESERVED	Moral judgment, moral motivation and moral action must be separated; people may judge an act wrong yet still perform it.
AI-CON-072	AI_CONTAINER_ID	AI parallel structural container 072 — exact wording held in canonical Task 3 source	AI-SEG-09	AI	AI-SEG-09	AI-CON-072		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-073	HUMAN_CONTAINER	Development and Maturation	SEG-10	HUMAN	SEG-10	CON-073		ACTIVE	TASK 2 APPROVED	04 Containers 80	74	PRESERVED	Human functions do not appear fully formed; different systems mature at different rates.
AI-CON-073	AI_CONTAINER_ID	AI parallel structural container 073 — exact wording held in canonical Task 3 source	AI-SEG-10	AI	AI-SEG-10	AI-CON-073		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
CON-074	HUMAN_CONTAINER	Plasticity, Skill Acquisition and Learning-to-Learn	SEG-10	HUMAN	SEG-10	CON-074		ACTIVE	TASK 2 APPROVED	04 Containers 80	75	PRESERVED	Plasticity is constrained; improvement in one trained task may not automatically transfer everywhere.
AI-CON-074	AI_CONTAINER_ID	AI parallel structural container 074 — exact wording held in canonical Task 3 source	AI-SEG-10	AI	AI-SEG-10	AI-CON-074		ACTIVE-BY-REFERENCE	TASK 3 APPROVED	02 AI Parameter Registry Control	6	SOURCE-LOCKED	ID stable; wording not reconstructed.
